Market,Sentiment,Concept,Verbatim
US,Likes,S&G Original Pink Suncare Us,I think I would love the smell
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Everything
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like every about it
US,Likes,S&G Rebalancing Probiotic Bodycare Us,love it
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Benefits for my by
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked the whole ad. It’s informational and pretty
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Body scrub and vitamin c
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Amazing
US,Likes,S&G Rebalancing Probiotic Bodycare Us,leaves virtually no unanswered questions about the product
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It resets your natural balance.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked everything about this idea
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I LOVE body scrubs
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It looks not only luxurious but also healthy
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like everything about it.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,body lotion with vitamin c sounds interesting
US,Likes,S&G Rebalancing Probiotic Bodycare Us,looks fun
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like the colors and the informative description of the product
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"Gentle, hydrating, & hypoallergenic are all things I look for when it comes to my skin care."
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Scrub
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Skin/Body benefits
US,Likes,S&G Rebalancing Probiotic Bodycare Us,The vitamin C lotion
US,Likes,S&G Rebalancing Probiotic Bodycare Us,this is a new brand i would try
US,Likes,S&G Rebalancing Probiotic Bodycare Us,That it cleanses skin.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It's hypoallergenic.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Hypoallergetic
US,Likes,S&G Rebalancing Probiotic Bodycare Us,so many good features
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that this has Vitamin C in it.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,ingredients
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Gentle and hypoallergenic
US,Likes,S&G Rebalancing Probiotic Bodycare Us,THE HYDRATION PART
US,Likes,S&G Rebalancing Probiotic Bodycare Us,variety of products
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that it helps restore the skins natural ph.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Its new from a product line i like
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Vitamin E in it
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Good
US,Likes,S&G Rebalancing Probiotic Bodycare Us,All natural
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"it sounds premium and awesome.  i like the benefits it can bring to me such as hydrating, gentle and balance your skin.  and i like it is probiotic which makes me feel it is a healthy product."
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Jus that it seems like a great moisturizer
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked that it would be an easy way to protect my skin from sun damage.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,The purpose of the product
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It has vitamins my skin needs
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Cool product
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that it is good for your skin.
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"it is new option, with probiotic and micellar water, is so good combination"
US,Likes,S&G Rebalancing Probiotic Bodycare Us,This idea is so great
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like the idea of healthy  skin
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Need to know how this is different to a bar of soap
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,All
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,I don't think it looks very appealing to use and looks like the texture would be rough and unpleasant.
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,THERE IS TOO MUCH WRITING. THERE SHOULD HAVE BEEN SMALLER BLURBS TO GIVE IMPORTANT INFORMATION AS OPPOSED TO TOO MUCH WRITING
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing comes to mind.
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,i would love to know the price of this product.
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Looks cheap and tacky
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,"I dont like bars, theyre unhygienic"
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing at all
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,ergonomically - would most people know what this means?
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,don't like bath bombs
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,nothing
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Bath bomb
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Messy
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing i disliked about this idea
UK,Dislikes,Nourishing Solid Body Oil Stick,It’s unclear how effective a moisturising ‘stick’ would be
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing
UK,Dislikes,Nourishing Solid Body Oil Stick,Prob quite small and need to be replaced more often
UK,Dislikes,Nourishing Solid Body Oil Stick,It doesn't seem like it'll help the skin. It seems purely cosmetic
UK,Dislikes,Nourishing Solid Body Oil Stick,This description does not mention whether it is vegan so makes me wonder if it as sustainable as it claims.
UK,Dislikes,Nourishing Solid Body Oil Stick,THERE ARE NO INGREDIENTS
UK,Dislikes,Nourishing Solid Body Oil Stick,I’m not sure I would really need it
UK,Dislikes,Nourishing Solid Body Oil Stick,i would love to know the price actually
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing at all
UK,Dislikes,Nourishing Solid Body Oil Stick,"It's basiclalt bio oil in a stick format, not an everyday product i would use"
UK,Dislikes,Nourishing Solid Body Oil Stick,"Irritating, expensive."
UK,Dislikes,Nourishing Solid Body Oil Stick,"i dont want a stick, I prefer lotion"
UK,Dislikes,Nourishing Solid Body Oil Stick,As an older lady with no children I find the pregnancy advertising off putting and the marketing of it is irrelevant to me
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The collection of images looks slightly cluttered
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I don't like bath bomb
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I don’t care for bath bombs, so it’s just not a product I would buy for myself"
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I don’t have baths
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,nothing from the outset
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I think all bath bombs should be like this
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I really hate bath fizzes in general
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Other products on the market like this
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"It isn't very new or different, and some of the images make it look quite generic and cheap."
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,i dont like bath bombs i think theyre too much
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Bath bomb seems boring and the image of that woman is scary
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The images - totally unrealistic model being used
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nothing
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nothing at all
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"Expensive, uses too much water."
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"no bubbles, I feel more comforted with bubbles"
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,dermatologist approved. what does this mean. how many people were consulted?  how many dermatologists were involved?
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,that there isnt spe ific mention of the ingredients
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I neither want to buy vegan products or vagina safe products.
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Bath bomb
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Add is too cluttered. Woman looks out of place
UK,Dislikes,Ph Sensitive Skin Body Wash,Nothing
UK,Dislikes,Ph Sensitive Skin Body Wash,I don’t care for brands jumping on the mindful and vegan bandwagon
UK,Dislikes,Ph Sensitive Skin Body Wash,i hope the bergamot is not too strong
UK,Dislikes,Ph Sensitive Skin Body Wash,IT DOES NOT STAND OUT IN COMPARISON TO OTHER PRODUCTS
UK,Dislikes,Ph Sensitive Skin Body Wash,"The images are again, not usual of the brand and look like they have been taken from a spa website."
UK,Dislikes,Ph Sensitive Skin Body Wash,Aloe vera
UK,Dislikes,Ph Sensitive Skin Body Wash,i don't find this product different from other.
UK,Dislikes,Ph Sensitive Skin Body Wash,I’m not sure how different it is compared to other things on the market which would make me question purchasing it
UK,Dislikes,Ph Sensitive Skin Body Wash,A bit boring
UK,Dislikes,Ph Sensitive Skin Body Wash,I'm not a fan of rose fragrance. I wish it came in other scents
UK,Dislikes,Ph Sensitive Skin Body Wash,No price
UK,Dislikes,Ph Sensitive Skin Body Wash,more fragrance options
UK,Dislikes,Ph Sensitive Skin Body Wash,dermatologist approved. who / which dermatologist?
UK,Dislikes,Ph Sensitive Skin Body Wash,I do not like the brand
UK,Dislikes,Skin Benefit Scrub Collection X3,Nothing to dislike
UK,Dislikes,Skin Benefit Scrub Collection X3,"Only the formatting of the ad, there is a lot of information in small font"
UK,Dislikes,Skin Benefit Scrub Collection X3,It’s nothing new lots of other companies have been making products like this for years
UK,Dislikes,Skin Benefit Scrub Collection X3,It's a scrub I don't like the little bits in it
UK,Dislikes,Skin Benefit Scrub Collection X3,I don’t like that is not natural
UK,Dislikes,Skin Benefit Scrub Collection X3,It’s just a body scrub
UK,Dislikes,Skin Benefit Scrub Collection X3,it still feels a bit generic
UK,Dislikes,Skin Benefit Scrub Collection X3,Its not that unique
UK,Dislikes,Skin Benefit Scrub Collection X3,The images look false and not true of the soap and glory brand.
UK,Dislikes,Skin Benefit Scrub Collection X3,"There are already loads of scrubs available, it doesnt sound very different"
UK,Dislikes,Skin Benefit Scrub Collection X3,Some people might have more than one skin issue so would meed to buy 2 seperate products
UK,Dislikes,Skin Benefit Scrub Collection X3,Nothing
UK,Dislikes,Skin Benefit Scrub Collection X3,Notting
UK,Dislikes,Skin Benefit Scrub Collection X3,Thé fragrances
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It's vegan and kind to skin and suitable for all. Skin types
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Kind to skin, vegan, I like the scents and the brand."
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Love it
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it's kind to all skin types
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Everything
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it’s a bar
UK,Likes,Exfoliationg Body Scrub And Massage Bar,The smells
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Scrub
UK,Likes,Exfoliationg Body Scrub And Massage Bar,100% vegan
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Love
UK,Likes,Exfoliationg Body Scrub And Massage Bar,has a lot of use
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Massage bar sounds relaxing
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it’s vegan.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,New idea
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Unique idea
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Exfoliating and massage
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I love the Color and the layout
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It is vegan and seems to be made from quality ingredients.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It will make me look good and feel pampered
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Nice
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"NORMALLY EXFOLIATING SCRUBS DO NOT COME IN A CONTAINER, BUT THE FACT THAT THIS IS A MASSAGE BAR MAKES IT SOUND MORE RELAXING TO USE. I ALSO LIEK THAT IT IS VEGAN"
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That is a bar and will get many uses out of it. This is a brand I love and use so this stands out for me.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I liked it all
UK,Likes,Exfoliationg Body Scrub And Massage Bar,i love the idea that is a natural scrub. and is began. which helps to mantain my skin healthy and young.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I love a scrub so this would be something I would look to purchase. Loves the scents used too
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Never heard of bamboo powder being used
UK,Likes,Exfoliationg Body Scrub And Massage Bar,The fruity fragrance
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Like all of it
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I like that it combines do much into one product. I love that it’s made by a brand I know I can trust. It’s great that it’s vegan.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,dermatologically teated
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Very detailed advert telling you about the scrub.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Imagery
UK,Likes,Exfoliationg Body Scrub And Massage Bar,All of it
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I love the exfoliating aspect of the bar along with moisturising the skin and the fruity smell option.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Scent, moisturizing, long lasting avd easy to use"
UK,Likes,Exfoliationg Body Scrub And Massage Bar,kind to skin and natural ingredients
UK,Likes,Exfoliationg Body Scrub And Massage Bar,everything
UK,Likes,Exfoliationg Body Scrub And Massage Bar,natural ingredients - protect the planet
UK,Likes,Exfoliationg Body Scrub And Massage Bar,bamboo powder
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Easy to read, nice colours"
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Kind to skin
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Vegan, natural, easy to use"
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Vegan, Hypoallergenic and natural ingredients"
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Say goodbye to complicated skincare routines
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Kind to skin. Vegan.
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I especially liked the fragrance and the benefit to dry skin it sounds like a luxurious addition to a relaxing bath
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Looks nice
UK,Likes,Nourishing Solid Body Oil Stick,Nourishing and cool
UK,Likes,Nourishing Solid Body Oil Stick,Looks convenient and comforting
UK,Likes,Nourishing Solid Body Oil Stick,That it is gentle.
UK,Likes,Nourishing Solid Body Oil Stick,Good features
UK,Likes,Nourishing Solid Body Oil Stick,Good information
UK,Likes,Nourishing Solid Body Oil Stick,Love it
UK,Likes,Nourishing Solid Body Oil Stick,Everything
UK,Likes,Nourishing Solid Body Oil Stick,I like the ease of the stick and the fact you won’t use too much product and get sticky hands! It looks like a more sustainable product too.
UK,Likes,Nourishing Solid Body Oil Stick,I like it all
UK,Likes,Nourishing Solid Body Oil Stick,"Ingrediants, vegan"
UK,Likes,Nourishing Solid Body Oil Stick,Skin nourishment
UK,Likes,Nourishing Solid Body Oil Stick,the ad
UK,Likes,Nourishing Solid Body Oil Stick,Its ok
UK,Likes,Nourishing Solid Body Oil Stick,It gentle and kind to planet is great
UK,Likes,Nourishing Solid Body Oil Stick,That it's a roll on stick so not sticky in hands
UK,Likes,Nourishing Solid Body Oil Stick,Inclusive photos
UK,Likes,Nourishing Solid Body Oil Stick,Unique idea
UK,Likes,Nourishing Solid Body Oil Stick,The new idea of it being a stick
UK,Likes,Nourishing Solid Body Oil Stick,IT SEEMS LIKE IT WOULD BE AN OKAY PRODUCT
UK,Likes,Nourishing Solid Body Oil Stick,It is convenient for small patches
UK,Likes,Nourishing Solid Body Oil Stick,Innovation
