Market,Sentiment,Concept,Verbatim,Period
US,Likes,S&G Original Pink Suncare Us,Alovely,FY25
US,Likes,S&G Original Pink Suncare Us,informative,FY25
US,Likes,S&G Original Pink Suncare Us,The skin protection,FY25
US,Likes,S&G Original Pink Suncare Us,Informative,FY25
US,Likes,S&G Original Pink Suncare Us,It looks relaxing,FY25
US,Likes,S&G Original Pink Suncare Us,It looks very glowy,FY25
US,Likes,S&G Original Pink Suncare Us,Its beautiful,FY25
US,Likes,S&G Original Pink Suncare Us,"sounds like it would meet my needs, dermatology approved",FY25
US,Likes,S&G Original Pink Suncare Us,it looks like fun.,FY25
US,Likes,S&G Original Pink Suncare Us,variety products,FY25
US,Likes,S&G Original Pink Suncare Us,I like that it is vegan.,FY25
US,Likes,S&G Original Pink Suncare Us,The colors and the citrus spray,FY25
US,Likes,S&G Original Pink Suncare Us,"The scent, non greasy",FY25
US,Likes,S&G Original Pink Suncare Us,Non pore clogging and not sticky,FY25
US,Likes,S&G Original Pink Suncare Us,Good,FY25
US,Likes,S&G Original Pink Suncare Us,That it smells nice,FY25
US,Likes,S&G Original Pink Suncare Us,this is a fun new prodcuts,FY25
US,Likes,S&G Original Pink Suncare Us,Suncare,FY25
US,Likes,S&G Original Pink Suncare Us,That it's dermatologist tested.,FY25
US,Likes,S&G Original Pink Suncare Us,bfgnf,FY25
US,Likes,S&G Original Pink Suncare Us,It's vegan,FY25
US,Likes,S&G Original Pink Suncare Us,Offers 5 star UV protection,FY25
US,Likes,S&G Original Pink Suncare Us,it all,FY25
US,Likes,S&G Original Pink Suncare Us,very healthy attributes,FY25
US,Likes,S&G Original Pink Suncare Us,I like the ingredients.,FY25
US,Likes,S&G Original Pink Suncare Us,THE CLEAN PART,FY25
US,Likes,S&G Original Pink Suncare Us,the simplicity and feminity of it,FY25
US,Likes,S&G Original Pink Suncare Us,I like that it’s vegan and also has a good smell and isn’t thick and sticky.,FY25
US,Likes,S&G Original Pink Suncare Us,"sun protection is a necessity in my case, I'm very pale and sun-sensitive so I use sunscreen every time I go out during the day, but I hate the smell of it",FY25
US,Likes,S&G Original Pink Suncare Us,i like it provides extra benefits in it which is different from the regular one. and it has a good scent which will make me feel better about it.,FY25
US,Likes,S&G Original Pink Suncare Us,That's it vegan sl it has to be better for you.,FY25
US,Likes,S&G Original Pink Suncare Us,That it's a sunscreen and a moisturizer lotion as well,FY25
US,Likes,S&G Original Pink Suncare Us,Dermatologist tested and approved. also spf 30,FY25
US,Likes,S&G Original Pink Suncare Us,Its vegan,FY25
US,Likes,S&G Original Pink Suncare Us,"The balance of the hormonal changes and the SPF moisturizer factor, that is very much important to me for my skin",FY25
US,Likes,S&G Original Pink Suncare Us,100% vegan,FY25
US,Likes,S&G Original Pink Suncare Us,Great product,FY25
US,Likes,S&G Original Pink Suncare Us,I like that doesn’t clog your pores.,FY25
US,Likes,S&G Original Pink Suncare Us,Cool,FY25
US,Likes,S&G Original Pink Suncare Us,I liked sun protection in easy to incorporate lotion,FY25
US,Likes,S&G Original Pink Suncare Us,"it is an original pink sunscreen, with a great package with SPF 30 and sun refresh gel ,",FY25
US,Likes,S&G Original Pink Suncare Us,I think I would love the smell,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Everything,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like every about it,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,love it,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Benefits for my by,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked the whole ad. It’s informational and pretty,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Body scrub and vitamin c,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Amazing,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,leaves virtually no unanswered questions about the product,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It resets your natural balance.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked everything about this idea,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I LOVE body scrubs,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It looks not only luxurious but also healthy,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like everything about it.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,body lotion with vitamin c sounds interesting,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,looks fun,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like the colors and the informative description of the product,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"Gentle, hydrating, & hypoallergenic are all things I look for when it comes to my skin care.",FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Scrub,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Skin/Body benefits,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,The vitamin C lotion,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,this is a new brand i would try,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,That it cleanses skin.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It's hypoallergenic.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Hypoallergetic,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,so many good features,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that this has Vitamin C in it.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,ingredients,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Gentle and hypoallergenic,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,THE HYDRATION PART,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,variety of products,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that it helps restore the skins natural ph.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Its new from a product line i like,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Vitamin E in it,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Good,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,All natural,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"it sounds premium and awesome.  i like the benefits it can bring to me such as hydrating, gentle and balance your skin.  and i like it is probiotic which makes me feel it is a healthy product.",FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Jus that it seems like a great moisturizer,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I liked that it would be an easy way to protect my skin from sun damage.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,The purpose of the product,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,It has vitamins my skin needs,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,Cool product,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like that it is good for your skin.,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,"it is new option, with probiotic and micellar water, is so good combination",FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,This idea is so great,FY25
US,Likes,S&G Rebalancing Probiotic Bodycare Us,I like the idea of healthy  skin,FY25
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Need to know how this is different to a bar of soap,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,All,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,I don't think it looks very appealing to use and looks like the texture would be rough and unpleasant.,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,THERE IS TOO MUCH WRITING. THERE SHOULD HAVE BEEN SMALLER BLURBS TO GIVE IMPORTANT INFORMATION AS OPPOSED TO TOO MUCH WRITING,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing comes to mind.,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,i would love to know the price of this product.,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Looks cheap and tacky,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,"I dont like bars, theyre unhygienic",FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Nothing at all,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,ergonomically - would most people know what this means?,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,don't like bath bombs,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,nothing,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Bath bomb,FY26
UK,Dislikes,Exfoliationg Body Scrub And Massage Bar,Messy,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing i disliked about this idea,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,It’s unclear how effective a moisturising ‘stick’ would be,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,Prob quite small and need to be replaced more often,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,It doesn't seem like it'll help the skin. It seems purely cosmetic,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,This description does not mention whether it is vegan so makes me wonder if it as sustainable as it claims.,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,THERE ARE NO INGREDIENTS,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,I’m not sure I would really need it,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,i would love to know the price actually,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,Nothing at all,FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,"It's basiclalt bio oil in a stick format, not an everyday product i would use",FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,"Irritating, expensive.",FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,"i dont want a stick, I prefer lotion",FY26
UK,Dislikes,Nourishing Solid Body Oil Stick,As an older lady with no children I find the pregnancy advertising off putting and the marketing of it is irrelevant to me,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The collection of images looks slightly cluttered,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I don't like bath bomb,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"I don’t care for bath bombs, so it’s just not a product I would buy for myself",FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I don’t have baths,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,nothing from the outset,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I think all bath bombs should be like this,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I really hate bath fizzes in general,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Other products on the market like this,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"It isn't very new or different, and some of the images make it look quite generic and cheap.",FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,i dont like bath bombs i think theyre too much,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Bath bomb seems boring and the image of that woman is scary,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,The images - totally unrealistic model being used,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nothing,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Nothing at all,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"Expensive, uses too much water.",FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,"no bubbles, I feel more comforted with bubbles",FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,dermatologist approved. what does this mean. how many people were consulted?  how many dermatologists were involved?,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,that there isnt spe ific mention of the ingredients,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,I neither want to buy vegan products or vagina safe products.,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Bath bomb,FY26
UK,Dislikes,Ph 'V' Friendly Scent-Sitive Bath Bomb,Add is too cluttered. Woman looks out of place,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,Nothing,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,I don’t care for brands jumping on the mindful and vegan bandwagon,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,i hope the bergamot is not too strong,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,IT DOES NOT STAND OUT IN COMPARISON TO OTHER PRODUCTS,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,"The images are again, not usual of the brand and look like they have been taken from a spa website.",FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,Aloe vera,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,i don't find this product different from other.,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,I’m not sure how different it is compared to other things on the market which would make me question purchasing it,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,A bit boring,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,I'm not a fan of rose fragrance. I wish it came in other scents,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,No price,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,more fragrance options,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,dermatologist approved. who / which dermatologist?,FY26
UK,Dislikes,Ph Sensitive Skin Body Wash,I do not like the brand,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Nothing to dislike,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,"Only the formatting of the ad, there is a lot of information in small font",FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,It’s nothing new lots of other companies have been making products like this for years,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,It's a scrub I don't like the little bits in it,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,I don’t like that is not natural,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,It’s just a body scrub,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,it still feels a bit generic,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Its not that unique,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,The images look false and not true of the soap and glory brand.,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,"There are already loads of scrubs available, it doesnt sound very different",FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Some people might have more than one skin issue so would meed to buy 2 seperate products,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Nothing,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Notting,FY26
UK,Dislikes,Skin Benefit Scrub Collection X3,Thé fragrances,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It's vegan and kind to skin and suitable for all. Skin types,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"Kind to skin, vegan, I like the scents and the brand.",FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Love it,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it's kind to all skin types,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Everything,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it’s a bar,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,The smells,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Scrub,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,100% vegan,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Love,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,has a lot of use,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Massage bar sounds relaxing,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That it’s vegan.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,New idea,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Unique idea,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Exfoliating and massage,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I love the Color and the layout,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It is vegan and seems to be made from quality ingredients.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,It will make me look good and feel pampered,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Nice,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,"NORMALLY EXFOLIATING SCRUBS DO NOT COME IN A CONTAINER, BUT THE FACT THAT THIS IS A MASSAGE BAR MAKES IT SOUND MORE RELAXING TO USE. I ALSO LIEK THAT IT IS VEGAN",FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,That is a bar and will get many uses out of it. This is a brand I love and use so this stands out for me.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I liked it all,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,i love the idea that is a natural scrub. and is began. which helps to mantain my skin healthy and young.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I love a scrub so this would be something I would look to purchase. Loves the scents used too,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Never heard of bamboo powder being used,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,The fruity fragrance,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Like all of it,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,I like that it combines do much into one product. I love that it’s made by a brand I know I can trust. It’s great that it’s vegan.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,dermatologically teated,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Very detailed advert telling you about the scrub.,FY26
UK,Likes,Exfoliationg Body Scrub And Massage Bar,Imagery,FY26
